	time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
2598	1996-06-25T23:54:22.550Z	6.208	124.035	100.0	4.6	mb				0.9	us	usp0007k9d	2014-11-07T01:00:40.650Z	Mindanao, Philippines	earthquake				25.0	reviewed	us	us
2599	1996-06-25T23:11:13.510Z	-24.685	-69.833	53.9	5.2	mwc				0.9	us	usp0007k9c	2016-11-09T22:50:38.518Z	Antofagasta, Chile	earthquake					reviewed	us	hrv
2600	1996-06-25T21:37:02.680Z	39.971	142.839	44.9	5.0	mwc				0.9	us	usp0007k9a	2016-11-09T22:50:38.006Z	near the east coast of Honshu, Japan	earthquake					reviewed	us	hrv
2601	1996-06-25T17:29:10.150Z	24.049	-108.842	10.0	4.8	mb				1.1	us	usp0007k8w	2014-11-07T01:00:40.567Z	Gulf of California	earthquake				61.0	reviewed	us	us
2602	1996-06-25T07:28:58.130Z	8.275	94.22	27.1	5.2	mwc				1.0	us	usp0007k86	2016-11-09T22:50:37.504Z	Nicobar Islands, India region	earthquake					reviewed	us	hrv
2603	1996-06-25T05:39:33.140Z	-5.856	153.525	82.8	4.5	mb				0.7	us	usp0007k80	2014-11-07T01:00:40.290Z	New Ireland region, Papua New Guinea	earthquake		38.5		13.0	reviewed	us	us
2604	1996-06-25T05:19:09.320Z	-8.365	116.558	33.0	4.6	mb				1.2	us	usp0007k7z	2014-11-07T01:00:40.287Z	Lombok region, Indonesia	earthquake				16.0	reviewed	us	us
2605	1996-06-25T02:29:09.840Z	21.724	142.902	312.5	4.6	mb				0.9	us	usp0007k7u	2014-11-07T01:00:40.271Z	Mariana Islands region	earthquake		6.4		49.0	reviewed	us	us
2606	1996-06-24T23:50:13.470Z	-51.108	161.827	10.0	4.6	mb				1.3	us	usp0007k7r	2014-11-07T01:00:40.264Z	north of Macquarie Island	earthquake				16.0	reviewed	us	us
2607	1996-06-24T22:17:07.940Z	51.586	159.448	33.0	4.6	mb				1.1	us	usp0007k7p	2014-11-07T01:00:40.257Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				43.0	reviewed	us	us
2608	1996-06-24T14:22:47.510Z	51.6	159.652	33.0	4.8	mb				1.0	us	usp0007k7b	2014-11-07T01:00:40.234Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				52.0	reviewed	us	us
2609	1996-06-24T11:28:42.060Z	51.538	159.392	33.0	5.4	mwc				1.0	us	usp0007k72	2016-11-09T22:50:09.059Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2610	1996-06-24T10:52:30.110Z	-9.388	159.06	10.0	4.9	mb				1.0	us	usp0007k70	2014-11-07T01:00:40.199Z	Solomon Islands	earthquake				24.0	reviewed	us	us
2611	1996-06-24T06:18:38.600Z	51.53	159.701	33.0	4.8	mb				0.9	us	usp0007k6w	2014-11-07T01:00:40.184Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				53.0	reviewed	us	us
2612	1996-06-24T03:25:48.600Z	-11.914	166.736	185.8	4.7	mb				1.1	us	usp0007k6q	2014-11-07T01:00:40.165Z	Santa Cruz Islands	earthquake				34.0	reviewed	us	us
2613	1996-06-24T01:56:27.610Z	48.217	154.382	33.0	4.7	mb				0.8	us	usp0007k6n	2014-11-07T01:00:40.157Z	Kuril Islands	earthquake				46.0	reviewed	us	us
2614	1996-06-23T23:36:05.290Z	51.699	159.126	33.0	4.5	mb				1.2	us	usp0007k6h	2014-11-07T01:00:40.144Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				29.0	reviewed	us	us
2615	1996-06-23T22:33:08.770Z	51.632	159.626	33.0	4.8	mb				0.9	us	usp0007k6g	2014-11-07T01:00:40.135Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				65.0	reviewed	us	us
2616	1996-06-23T20:19:28.480Z	51.543	159.747	33.0	5.2	mwc				1.0	us	usp0007k6b	2016-11-09T22:49:43.251Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2617	1996-06-23T17:13:28.700Z	51.556	159.243	33.0	4.7	mb				1.1	us	usp0007k66	2014-11-07T01:00:40.097Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				49.0	reviewed	us	us
2618	1996-06-23T15:41:36.100Z	14.693	54.352	10.0	4.6	mb				1.2	us	usp0007k62	2014-11-07T01:00:40.081Z	Owen Fracture Zone region	earthquake				18.0	reviewed	us	us
2619	1996-06-23T15:35:25.820Z	51.544	159.584	33.0	5.3	ms				1.0	us	usp0007k61	2014-11-07T01:00:40.069Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				4.0	reviewed	us	us
2620	1996-06-23T14:58:30.770Z	51.506	159.418	33.0	5.4	mwc				1.0	us	usp0007k5z	2016-11-09T22:49:42.751Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2621	1996-06-23T13:04:43.690Z	51.49	159.492	33.0	4.9	mb				1.1	us	usp0007k5s	2014-11-07T01:00:40.023Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				56.0	reviewed	us	us
2622	1996-06-23T13:02:49.000Z	-9.221	108.133	33.0	4.5	mb				1.2	us	usp0007k5r	2014-11-07T01:00:40.020Z	south of Java, Indonesia	earthquake				7.0	reviewed	us	us
2623	1996-06-23T12:50:29.900Z	51.935	158.016	33.0	4.8	mb				0.9	us	usp0007k5q	2014-11-07T01:00:40.017Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake				21.0	reviewed	us	us
2624	1996-06-23T12:48:55.990Z	51.583	159.272	33.0	5.1	mb				1.0	us	usp0007k5p	2014-11-07T01:00:40.012Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				42.0	reviewed	us	us
2625	1996-06-23T12:47:19.490Z	51.69	159.199	33.0	5.2	mb				0.9	us	usp0007k5n	2014-11-07T01:00:40.006Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				46.0	reviewed	us	us
2626	1996-06-23T12:45:06.900Z	51.586	159.509	33.0	5.9	mwc				1.0	us	usp0007k5m	2016-11-10T00:38:28.658Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2627	1996-06-23T11:59:09.230Z	-1.239	136.657	33.0	5.4	mwc				1.3	us	usp0007k5j	2016-11-09T22:49:42.237Z	Biak region, Indonesia	earthquake					reviewed	us	hrv
2628	1996-06-23T11:40:56.640Z	51.476	159.732	33.0	4.7	mb				1.0	us	usp0007k5g	2014-11-07T01:00:39.722Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				54.0	reviewed	us	us
2629	1996-06-23T10:56:53.400Z	51.519	159.715	33.0	5.1	mwc				1.1	us	usp0007k5e	2016-11-09T22:49:41.741Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2630	1996-06-23T10:51:20.660Z	-50.46	161.684	10.0	4.7	mb				1.5	us	usp0007k5d	2014-11-07T01:00:39.558Z	north of Macquarie Island	earthquake				10.0	reviewed	us	us
2631	1996-06-23T06:43:00.690Z	51.473	159.863	33.0	4.9	mb				1.0	us	usp0007k57	2014-11-07T01:00:39.536Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				35.0	reviewed	us	us
2632	1996-06-23T05:12:29.820Z	43.115	147.269	52.7	5.0	mb				0.8	us	usp0007k53	2014-11-07T01:00:39.518Z	Kuril Islands	earthquake				68.0	reviewed	us	us
2633	1996-06-23T01:56:23.140Z	51.506	159.647	33.0	5.2	mwc				1.1	us	usp0007k4r	2016-11-09T22:49:41.228Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2634	1996-06-23T01:47:42.930Z	51.589	159.47	33.0	4.6	mb				0.9	us	usp0007k4q	2014-11-07T01:00:39.465Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				39.0	reviewed	us	us
2635	1996-06-23T01:28:20.540Z	51.479	159.379	33.0	4.9	mb				1.1	us	usp0007k4m	2014-11-07T01:00:39.451Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				59.0	reviewed	us	us
2636	1996-06-23T01:21:20.530Z	51.688	159.226	33.0	4.7	mb				0.9	us	usp0007k4k	2014-11-07T01:00:39.449Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				6.0	reviewed	us	us
2637	1996-06-23T01:17:56.200Z	51.573	159.544	33.0	5.5	mwc				0.9	us	usp0007k4j	2016-11-09T22:49:40.750Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2638	1996-06-22T22:48:07.960Z	52.394	156.833	33.0	5.0	mb				1.0	us	usp0007k4e	2014-11-07T01:00:39.417Z	Kamchatka Peninsula, Russia	earthquake				36.0	reviewed	us	us
2639	1996-06-22T16:47:12.910Z	75.82	134.619	10.0	5.7	mwc				1.2	us	usp0007k46	2016-11-09T22:49:21.044Z	Laptev Sea	earthquake					reviewed	us	hrv
2640	1996-06-22T14:50:07.500Z	51.398	159.239	33.0	6.2	mwb				1.1	us	usp0007k44	2016-11-10T00:38:21.967Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	us
2641	1996-06-22T12:50:20.510Z	-5.622	-76.967	33.0	4.8	mb				0.2	us	usp0007k40	2014-11-07T01:00:39.335Z	northern Peru	earthquake				1.0	reviewed	us	us
2642	1996-06-22T11:55:37.930Z	51.681	159.24	33.0	4.6	mb				0.8	us	usp0007k3z	2014-11-07T01:00:39.333Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				10.0	reviewed	us	us
2643	1996-06-22T10:09:57.290Z	51.496	159.122	33.0	5.0	mb				0.9	us	usp0007k3y	2014-11-07T01:00:39.327Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				32.0	reviewed	us	us
2644	1996-06-22T09:31:37.930Z	51.466	-177.747	33.0	4.5	mb				1.2	us	usp0007k3x	2014-11-07T01:00:39.324Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				14.0	reviewed	us	us
2645	1996-06-22T04:18:08.960Z	51.972	158.124	33.0	4.5	mb				0.6	us	usp0007k3s	2014-11-07T01:00:39.314Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake				15.0	reviewed	us	us
2646	1996-06-22T03:43:58.040Z	51.574	159.391	33.0	5.1	mb				0.9	us	usp0007k3q	2014-11-07T01:00:39.301Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				62.0	reviewed	us	us
2647	1996-06-22T03:09:09.390Z	52.385	-178.066	33.0	4.5	mb				0.9	us	usp0007k3p	2014-11-07T01:00:39.298Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				5.0	reviewed	us	us
2648	1996-06-22T00:32:13.470Z	-53.774	8.8	10.0	6.4	mwc				1.5	us	usp0007k3j	2016-11-10T00:38:21.324Z	Bouvet Island region	earthquake					reviewed	us	hrv
2649	1996-06-21T23:34:34.190Z	0.739	-28.177	10.0	4.6	mb				1.2	us	usp0007k3h	2014-11-07T01:00:39.266Z	central Mid-Atlantic Ridge	earthquake				31.0	reviewed	us	us
2650	1996-06-21T23:02:13.230Z	-7.348	128.038	150.0	5.3	mwc				0.9	us	usp0007k3f	2016-11-09T22:48:57.165Z	Kepulauan Barat Daya, Indonesia	earthquake					reviewed	us	hrv
2651	1996-06-21T20:54:41.060Z	51.57	159.511	33.0	4.5	mb				1.0	us	usp0007k37	2014-11-07T01:00:39.239Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				42.0	reviewed	us	us
2652	1996-06-21T15:10:11.030Z	51.299	159.531	33.0	4.9	mb				1.1	us	usp0007k2t	2014-11-07T01:00:39.195Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake				67.0	reviewed	us	us
2653	1996-06-21T13:57:10.020Z	51.568	159.119	20.0	6.7	mwc				1.1	us	usp0007k2n	2016-11-10T00:38:14.910Z	off the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
2654	1996-06-21T03:50:53.910Z	-41.82	84.683	10.0	5.3	mwc				1.1	us	usp0007k24	2016-11-09T22:48:56.654Z	southeast Indian Ridge	earthquake					reviewed	us	hrv
2655	1996-06-21T00:32:52.470Z	28.612	68.999	33.0	5.1	mwc				1.0	us	usp0007k1v	2016-11-09T22:48:55.993Z	Pakistan	earthquake					reviewed	us	hrv
2656	1996-06-20T20:37:44.190Z	-18.498	168.833	33.0	4.9	mb				1.4	us	usp0007k1h	2014-11-07T01:00:39.056Z	Vanuatu	earthquake				25.0	reviewed	us	us
2657	1996-06-20T13:54:17.150Z	-6.958	125.443	500.0	4.7	mb				1.1	us	usp0007k13	2014-11-07T01:00:39.023Z	Banda Sea	earthquake				21.0	reviewed	us	us
2658	1996-06-20T11:22:10.220Z	-22.229	-179.687	600.0	4.6	mb				0.8	us	usp0007k0w	2014-11-07T01:00:39.001Z	south of the Fiji Islands	earthquake				26.0	reviewed	us	us
2659	1996-06-20T06:02:09.850Z	-14.536	-73.581	100.0	4.5	mb				1.4	us	usp0007k0g	2014-11-07T01:00:38.977Z	central Peru	earthquake				6.0	reviewed	us	us
2660	1996-06-20T01:26:13.570Z	-18.752	-178.232	600.0	4.5	mb				0.6	us	usp0007k08	2014-11-07T01:00:38.946Z	Fiji region	earthquake				5.0	reviewed	us	us
2661	1996-06-19T23:44:24.510Z	-8.312	111.272	100.0	4.5	mb				1.4	us	usp0007k04	2014-11-07T01:00:38.932Z	Java, Indonesia	earthquake				16.0	reviewed	us	us
2662	1996-06-19T16:35:06.650Z	26.783	126.449	134.7	4.6	mb				1.0	us	usp0007jzn	2014-11-07T01:00:38.871Z	Ryukyu Islands, Japan	earthquake		7.0		25.0	reviewed	us	us
2663	1996-06-19T15:29:14.610Z	51.555	-177.72	33.0	4.8	mb				1.0	us	usp0007jzk	2014-11-07T01:00:38.859Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2664	1996-06-19T13:03:03.220Z	43.366	147.783	33.0	5.6	mwc				1.1	us	usp0007jzd	2016-11-09T22:47:57.142Z	Kuril Islands	earthquake					reviewed	us	hrv
2665	1996-06-19T12:07:05.880Z	-8.264	114.666	33.0	4.6	mb				1.4	us	usp0007jz8	2014-11-07T01:00:38.817Z	Bali region, Indonesia	earthquake				18.0	reviewed	us	us
2666	1996-06-19T09:47:44.590Z	-22.96	169.093	33.0	4.7	mb				1.5	us	usp0007jz4	2014-11-07T01:00:38.804Z	southeast of the Loyalty Islands	earthquake				31.0	reviewed	us	us
2667	1996-06-19T08:33:14.890Z	51.421	-177.812	33.0	4.5	mb				1.1	us	usp0007jz1	2014-11-07T01:00:38.793Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				41.0	reviewed	us	us
2668	1996-06-19T03:20:23.540Z	4.945	-82.478	10.0	5.4	mwc				0.9	us	usp0007jyq	2016-11-09T22:47:56.631Z	south of Panama	earthquake					reviewed	us	hrv
2669	1996-06-19T01:16:17.050Z	5.788	126.271	100.0	4.7	mb				0.8	us	usp0007jym	2014-11-07T01:00:38.753Z	Mindanao, Philippines	earthquake				24.0	reviewed	us	us
2670	1996-06-18T16:06:24.870Z	51.438	-177.239	33.0	4.5	mb				1.0	us	usp0007jy1	2014-11-07T01:00:38.698Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				22.0	reviewed	us	us
2671	1996-06-18T13:55:34.210Z	-16.073	178.118	33.0	6.0	mwc				1.2	us	usp0007jxz	2016-11-10T00:38:01.483Z	Fiji	earthquake					reviewed	us	hrv
2672	1996-06-18T08:11:05.730Z	39.159	45.796	51.2	4.7	mb				1.3	us	usp0007jxv	2014-11-07T01:00:38.653Z	Naxcivan, Azerbaijan	earthquake		9.3		65.0	reviewed	us	us
2673	1996-06-18T06:10:29.040Z	-7.129	122.344	570.5	5.3	mb				1.0	us	usp0007jxq	2014-11-07T01:00:38.631Z	Flores Sea	earthquake		4.5		34.0	reviewed	us	us
2674	1996-06-18T06:00:12.790Z	-7.424	122.403	600.0	4.6	mb				1.1	us	usp0007jxp	2014-11-07T01:00:38.626Z	Flores Sea	earthquake				23.0	reviewed	us	us
2675	1996-06-18T04:14:13.190Z	-49.751	125.523	10.0	4.6	mb				0.9	us	usp0007jxh	2014-11-07T01:00:38.617Z	western Indian-Antarctic Ridge	earthquake				15.0	reviewed	us	us
2676	1996-06-18T03:55:27.580Z	-55.478	-27.953	33.0	4.5	mb				0.7	us	usp0007jxg	2014-11-07T01:00:38.614Z	South Sandwich Islands region	earthquake				5.0	reviewed	us	us
2677	1996-06-17T22:05:45.900Z	-7.248	122.892	600.0	5.1	mb				1.2	us	usp0007jx4	2014-11-07T01:00:38.586Z	Flores Sea	earthquake				32.0	reviewed	us	us
2678	1996-06-17T21:55:40.130Z	13.162	145.115	59.0	5.1	mb				1.2	us	usp0007jx3	2014-11-07T01:00:38.575Z	Guam region	earthquake		7.0		58.0	reviewed	us	us
2679	1996-06-17T20:31:29.900Z	14.364	-92.066	33.0	4.5	mb				0.7	us	usp0007jx1	2014-11-07T01:00:38.567Z	offshore Guatemala	earthquake				3.0	reviewed	us	us
2680	1996-06-17T17:15:16.680Z	-34.927	-17.299	10.0	4.6	mb				1.4	us	usp0007jwu	2014-11-07T01:00:38.524Z	southern Mid-Atlantic Ridge	earthquake				23.0	reviewed	us	us
2681	1996-06-17T17:07:49.930Z	32.357	137.348	402.6	4.9	mb				1.2	us	usp0007jwt	2014-11-07T01:00:38.511Z	Izu Islands, Japan region	earthquake				80.0	reviewed	us	us
2682	1996-06-17T16:19:27.260Z	-7.356	122.297	600.0	4.5	mb				1.3	us	usp0007jwp	2014-11-07T01:00:38.492Z	Flores Sea	earthquake				17.0	reviewed	us	us
2683	1996-06-17T16:00:47.440Z	51.323	-178.231	33.0	5.1	mb				0.9	us	usp0007jwn	2014-11-07T01:00:38.477Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				99.0	reviewed	us	us
2684	1996-06-17T15:56:30.680Z	-7.175	122.92	600.0	4.5	mb				1.1	us	usp0007jwm	2014-11-07T01:00:38.474Z	Flores Sea	earthquake				20.0	reviewed	us	us
2685	1996-06-17T12:07:37.180Z	-7.239	122.209	600.0	4.7	mb				1.1	us	usp0007jwe	2014-11-07T01:00:38.458Z	Flores Sea	earthquake				13.0	reviewed	us	us
2686	1996-06-17T12:03:42.010Z	-7.445	122.691	600.0	5.2	mb				1.0	us	usp0007jwd	2014-11-07T01:00:38.449Z	Flores Sea	earthquake				34.0	reviewed	us	us
2687	1996-06-17T11:22:18.540Z	-7.137	122.589	587.3	7.9	mwc				1.2	us	usp0007jw8	2020-01-03T21:07:13.173Z	Flores Sea	earthquake					reviewed	us	hrv
2688	1996-06-17T07:50:23.330Z	-18.519	-177.818	550.0	4.5	mb				1.2	us	usp0007jw3	2014-11-07T01:00:38.319Z	Fiji region	earthquake				16.0	reviewed	us	us
2689	1996-06-17T04:37:22.100Z	-17.505	-178.499	600.0	4.7	mb				0.7	us	usp0007jvz	2014-11-07T01:00:38.303Z	Fiji region	earthquake				16.0	reviewed	us	us
2690	1996-06-17T04:15:55.540Z	5.195	-82.366	10.0	4.6	mb				1.0	us	usp0007jvy	2014-11-07T01:00:38.299Z	south of Panama	earthquake				29.0	reviewed	us	us
2691	1996-06-17T04:14:33.810Z	5.157	-82.75	10.0	4.8	mb				1.3	us	usp0007jvx	2014-11-07T01:00:38.289Z	south of Panama	earthquake				67.0	reviewed	us	us
2692	1996-06-17T02:27:31.030Z	-17.694	-178.767	569.9	4.6	mb				1.0	us	usp0007jvu	2014-11-07T01:00:38.276Z	Fiji region	earthquake				36.0	reviewed	us	us
2693	1996-06-16T19:31:17.030Z	51.521	-178.446	30.2	5.3	mwc				0.9	us	usp0007jvh	2016-11-09T22:46:39.428Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2694	1996-06-16T19:16:12.620Z	12.812	124.713	33.0	4.5	mb				0.9	us	usp0007jvg	2014-11-07T01:00:38.222Z	Samar, Philippines	earthquake				23.0	reviewed	us	us
2695	1996-06-16T17:40:46.800Z	-32.616	-71.551	24.5	4.5	md				0.5	us	usp0007jve	2014-11-07T01:00:38.218Z	offshore Valparaiso, Chile	earthquake		5.9			reviewed	us	san
2696	1996-06-16T15:01:30.510Z	51.388	-176.826	33.0	5.0	mwc				1.0	us	usp0007jv6	2016-11-09T22:46:38.918Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2697	1996-06-16T12:59:35.990Z	45.223	148.526	33.0	5.1	mb				0.9	us	usp0007jv2	2014-11-07T01:00:38.167Z	Kuril Islands	earthquake				86.0	reviewed	us	us
2698	1996-06-16T12:00:50.170Z	12.622	125.313	33.0	4.5	mb				1.3	us	usp0007juy	2014-11-07T01:00:38.155Z	Samar, Philippines	earthquake				17.0	reviewed	us	us
2699	1996-06-16T07:42:11.950Z	-55.363	-28.096	33.0	4.7	mb				1.1	us	usp0007jun	2014-11-07T01:00:38.128Z	South Sandwich Islands region	earthquake				11.0	reviewed	us	us
2700	1996-06-16T00:56:44.600Z	-36.481	178.922	33.0	5.3	ms				1.3	us	usp0007ju7	2014-11-07T01:00:38.086Z	off the east coast of the North Island of New Zealand	earthquake				1.0	reviewed	us	us
2701	1996-06-16T00:06:17.770Z	-60.275	-26.288	33.0	5.2	mb				1.0	us	usp0007ju4	2014-11-07T01:00:38.077Z	South Sandwich Islands region	earthquake				26.0	reviewed	us	us
2702	1996-06-15T14:16:43.460Z	12.9	124.846	50.0	4.5	mb				1.2	us	usp0007jtb	2014-11-07T01:00:38.002Z	Samar, Philippines	earthquake				28.0	reviewed	us	us
2703	1996-06-15T13:41:04.020Z	12.828	124.861	33.0	4.7	mb				1.2	us	usp0007jt7	2014-11-07T01:00:37.996Z	Samar, Philippines	earthquake				11.0	reviewed	us	us
2704	1996-06-15T12:23:05.370Z	51.271	-176.285	33.0	4.7	mb				1.0	us	usp0007jt3	2014-11-07T01:00:37.982Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				63.0	reviewed	us	us
2705	1996-06-15T11:51:25.690Z	51.293	-176.349	33.0	4.6	mb				1.2	us	usp0007jt1	2014-11-07T01:00:37.972Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2706	1996-06-15T10:02:41.310Z	-16.461	41.638	10.0	5.0	mb				1.1	us	usp0007jsx	2014-11-07T01:00:37.959Z	Mozambique Channel	earthquake				42.0	reviewed	us	us
2707	1996-06-15T05:06:03.160Z	10.243	121.57	33.0	4.6	ms				1.1	us	usp0007jsp	2014-11-07T01:00:37.941Z	Panay, Philippines	earthquake				1.0	reviewed	us	us
2708	1996-06-15T04:36:07.410Z	44.661	150.001	33.0	4.7	mb				1.2	us	usp0007jsm	2014-11-07T01:00:37.929Z	east of the Kuril Islands	earthquake				64.0	reviewed	us	us
2709	1996-06-15T02:50:05.610Z	17.333	147.454	33.0	4.6	mb				1.1	us	usp0007jsg	2014-11-07T01:00:37.919Z	Mariana Islands region	earthquake				33.0	reviewed	us	us
2710	1996-06-15T02:43:25.640Z	-14.941	-173.145	33.0	4.6	mb				0.7	us	usp0007jsf	2014-11-07T01:00:37.918Z	Samoa Islands region	earthquake				7.0	reviewed	us	us
2711	1996-06-14T22:45:40.640Z	42.479	72.925	33.0	5.2	mb				0.9	us	usp0007js5	2014-11-07T01:00:37.885Z	Kyrgyzstan	earthquake				101.0	reviewed	us	us
2712	1996-06-14T22:15:50.900Z	21.87	142.855	300.0	4.5	mb				1.0	us	usp0007js4	2014-11-07T01:00:37.878Z	Mariana Islands region	earthquake				49.0	reviewed	us	us
2713	1996-06-14T16:27:32.120Z	51.49	-176.871	33.0	4.8	mb				0.9	us	usp0007jru	2014-11-07T01:00:37.852Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				36.0	reviewed	us	us
2714	1996-06-14T15:20:13.800Z	12.848	124.754	27.1	4.5	mb				0.6	us	usp0007jrp	2014-11-07T01:00:37.809Z	Samar, Philippines	earthquake				18.0	reviewed	us	us
2715	1996-06-14T15:04:40.740Z	12.811	125.055	28.8	6.1	mwc				1.2	us	usp0007jrm	2020-01-03T21:06:55.891Z	Samar, Philippines	earthquake					reviewed	us	hrv
2716	1996-06-14T15:00:10.210Z	12.476	125.005	35.7	4.6	mb				0.9	us	usp0007jrk	2014-11-07T01:00:37.777Z	Samar, Philippines	earthquake				19.0	reviewed	us	us
2717	1996-06-14T13:34:03.190Z	-58.727	149.068	10.0	5.5	mwc				1.0	us	usp0007jrj	2016-11-09T22:45:45.144Z	west of Macquarie Island	earthquake					reviewed	us	hrv
2718	1996-06-14T11:10:51.920Z	12.809	124.731	33.0	4.5	mb				0.7	us	usp0007jrd	2014-11-07T01:00:37.758Z	Samar, Philippines	earthquake				17.0	reviewed	us	us
2719	1996-06-14T10:21:05.600Z	3.14	126.915	33.0	4.5	mb				1.1	us	usp0007jrb	2014-11-07T01:00:37.751Z	Kepulauan Talaud, Indonesia	earthquake				21.0	reviewed	us	us
2720	1996-06-14T09:17:36.240Z	44.613	150.278	54.9	5.2	mwc				0.9	us	usp0007jr7	2016-11-09T22:45:44.618Z	east of the Kuril Islands	earthquake					reviewed	us	hrv
2721	1996-06-14T08:18:13.030Z	51.554	-178.303	33.7	4.7	mb				1.1	us	usp0007jr6	2014-11-07T01:00:37.698Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				58.0	reviewed	us	us
2722	1996-06-14T07:22:25.690Z	3.577	122.799	500.0	4.7	mb				1.1	us	usp0007jr4	2014-11-07T01:00:37.692Z	Celebes Sea	earthquake				26.0	reviewed	us	us
2723	1996-06-14T06:07:43.880Z	45.183	150.279	33.0	4.9	mb				0.9	us	usp0007jr1	2014-11-07T01:00:37.679Z	Kuril Islands	earthquake				72.0	reviewed	us	us
2724	1996-06-14T05:15:21.750Z	12.877	124.831	33.0	4.7	mb				1.2	us	usp0007jqz	2014-11-07T01:00:37.672Z	Samar, Philippines	earthquake				37.0	reviewed	us	us
2725	1996-06-14T02:25:47.690Z	-49.724	-115.17	10.0	4.6	ms				1.1	us	usp0007jqw	2014-11-07T01:00:37.651Z	southern East Pacific Rise	earthquake				1.0	reviewed	us	us
2726	1996-06-13T23:49:10.870Z	-13.681	167.26	200.0	4.9	mb				1.3	us	usp0007jqq	2014-11-07T01:00:37.633Z	Vanuatu	earthquake				21.0	reviewed	us	us
2727	1996-06-13T22:56:55.820Z	1.062	126.228	33.0	4.5	mb				1.4	us	usp0007jqn	2014-11-07T01:00:37.630Z	Molucca Sea	earthquake				13.0	reviewed	us	us
2728	1996-06-13T19:49:40.990Z	51.421	-177.955	33.0	4.5	mb				0.9	us	usp0007jqf	2014-11-07T01:00:37.616Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				31.0	reviewed	us	us
2729	1996-06-13T18:25:20.780Z	44.81	150.325	33.0	4.6	mb				1.1	us	usp0007jqc	2014-11-07T01:00:37.602Z	east of the Kuril Islands	earthquake				27.0	reviewed	us	us
2730	1996-06-13T17:00:38.170Z	51.455	-176.827	33.0	4.5	mb				1.1	us	usp0007jqa	2014-11-07T01:00:37.595Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				31.0	reviewed	us	us
2731	1996-06-13T15:35:33.110Z	-23.21	-179.833	500.0	4.6	mb				1.2	us	usp0007jq7	2014-11-07T01:00:37.589Z	south of the Fiji Islands	earthquake				19.0	reviewed	us	us
2732	1996-06-13T06:57:58.250Z	-20.416	-178.31	535.2	5.5	mwc				1.0	us	usp0007jph	2016-11-09T22:45:15.625Z	Fiji region	earthquake					reviewed	us	hrv
